x	rho	u	p	e	rho_Ex	u_Ex	p_Ex	e_Ex
0.0005	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0015	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0025	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0035	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0045	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0055	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0065	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0075	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0085	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0095	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0105	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0115	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0125	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0135	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0145	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0155	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0165	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0175	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0185	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0195	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0205	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0215	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0225	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0235	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0245	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.0255	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
